Year,State,District,Season,Crop,Area_ha,Rainfall_mm,Fertilizer_kg_ha,Tmin_C,Tmax_C,SOC_pct,Production_t,Yield_t_ha
2020,Maharashtra,District_30,Kharif,Pulses,256.39,631.1,131.3,19.6,29.0,1.25,250.97,0.9788603299660674
2008,Maharashtra,District_31,Kharif,Sugarcane,195.91,1049.8,214.0,14.4,36.7,0.83,17140.11,87.48971466489715
2012,Tamil Nadu,District_32,Summer,Barley,452.92,915.7,171.5,17.8,33.5,0.66,984.6,2.1738938443875298
2010,Rajasthan,District_33,Kharif,Wheat,241.81,933.5,122.6,15.4,37.4,0.36,567.65,2.3475042388652247
2021,Madhya Pradesh,District_34,Rabi,Groundnut,149.76,642.1,142.3,20.7,31.5,,225.46,1.5054754273504274
2007,Haryana,District_35,Kharif,Groundnut,87.38,681.6,143.9,21.5,30.4,0.78,115.81,1.3253604943923096
2014,Karnataka,District_36,Rabi,Mustard,187.77,1054.0,114.3,20.8,37.3,0.36,209.64,1.1164722799169196
2002,Kerala,District_37,Kharif,Maize,384.82,1239.6,114.2,17.6,30.3,0.57,954.16,2.4794969076451325
2020,Gujarat,District_38,Rabi,Mustard,959.03,955.7,185.4,20.7,31.5,0.48,1373.04,1.4316966101164719
2009,Punjab,District_39,Autumn,Groundnut,253.91,652.6,128.2,,34.2,0.77,265.64,1.0461974715450355
2008,Gujarat,District_40,Kharif,Barley,154.59,924.6,101.2,16.6,28.3,0.85,275.65,1.7831036936412443
2013,Punjab,District_1,Rabi,Wheat,120.18,1384.0,143.3,22.2,34.1,0.67,441.11,3.6704110500915292
2011,Tamil Nadu,District_2,Kharif,Groundnut,340.76,872.5,149.7,22.5,33.8,0.99,573.31,1.6824451226669797
2020,West Bengal,District_3,Kharif,Barley,84.88,1171.6,66.1,22.8,35.8,0.82,167.95,1.9786757775683317
2012,Bihar,District_4,Summer,Maize,340.43,687.1,143.4,18.2,,1.07,932.01,2.7377434421173223
2012,Tamil Nadu,District_5,Rabi,Mustard,399.67,840.7,179.7,23.5,35.9,0.71,464.24,1.1615582855856081
2002,Bihar,District_6,Rabi,Rice,317.91,986.3,,18.5,31.7,1.56,1345.71,4.232990469000661
2000,Karnataka,District_7,Kharif,Mustard,214.48,937.4,234.2,22.0,29.4,0.66,341.57,1.5925494218575158
2009,Chhattisgarh,District_8,Kharif,Groundnut,343.42,681.4,195.0,18.5,38.3,0.57,459.78,1.3388270921903207
2023,Chhattisgarh,District_9,Kharif,Wheat,271.12,,203.0,19.3,27.4,0.54,915.92,3.378282679256418
2022,Chhattisgarh,District_10,Rabi,Rice,153.41,1067.4,257.0,12.7,27.7,0.75,750.98,4.895248028159833
2015,Andhra Pradesh,District_11,Kharif,Mustard,742.67,1112.1,175.3,19.1,33.7,0.37,732.58,0.9864138850364228
2015,Telangana,District_12,Kharif,Maize,198.14,1182.7,151.5,20.3,36.9,0.87,586.75,2.9612899969718383
2009,Andhra Pradesh,District_13,Kharif,Sugarcane,389.73,1246.9,183.9,18.8,32.6,0.32,33487.91,85.92592307494932
2004,Kerala,District_14,Kharif,Rice,57.33,879.6,122.6,25.3,35.0,0.84,183.62,3.2028606314320602
2000,Rajasthan,District_15,Kharif,Sorghum,526.31,781.5,149.3,16.5,26.0,0.46,565.71,1.0748608234690584
2008,West Bengal,District_16,Kharif,Pulses,2638.4805913663804,1147.2,119.1,18.3,30.5,0.7,4181.995838267652,1.5850015542854297
2007,Telangana,District_17,Summer,Sorghum,249.11,1006.9,160.9,17.3,26.4,0.95,410.19,1.6466219742282524
2004,Chhattisgarh,District_18,Rabi,Wheat,342.15,633.9,118.9,18.3,34.3,,1129.1,3.3000146134736226
2006,West Bengal,District_19,Kharif,Maize,342.1,622.6,117.5,23.1,27.4,0.53,748.29,2.1873428821981875
2000,Punjab,District_20,Rabi,Groundnut,166.39,958.2,161.5,24.4,28.2,0.76,239.48,1.4392691868501712
2014,Chhattisgarh,District_21,Rabi,Groundnut,339.77,811.0,139.5,17.9,,0.62,438.49,1.2905494893604499
2022,Madhya Pradesh,District_22,Kharif,Mustard,150.63,844.2,67.9,17.8,35.2,0.58,119.99,0.7965876651397464
2016,Uttar Pradesh,District_23,Kharif,Sorghum,169.82,1086.0,86.8,16.5,31.5,0.62,196.19,1.155282063361206
2010,Kerala,District_24,Kharif,Barley,481.14,1017.0,99.1,23.9,33.7,,827.27,1.7193956021116514
2010,Chhattisgarh,District_25,Kharif,Wheat,439.13,1142.6,109.7,23.4,33.6,,1233.03,2.8078928791018605
2007,Uttar Pradesh,District_26,Rabi,Cotton,160.16,425.1,161.6,19.7,31.4,1.36,258.18,1.6120129870129871
2003,West Bengal,District_27,Autumn,Sorghum,157.57,905.7,153.8,15.8,28.7,0.9,264.6,1.6792536650377612
2014,West Bengal,District_28,Kharif,Pulses,166.11,1002.8,187.6,16.1,33.7,0.55,155.23,0.9345012341219673
2013,West Bengal,District_29,Rabi,Barley,379.78,514.2,175.1,20.5,33.8,0.71,623.3,1.6412133340354942
2000,Telangana,District_30,Kharif,Pulses,134.29,705.9,187.9,21.6,34.7,0.6,131.01,0.9755752475984809
2009,Madhya Pradesh,District_31,Rabi,Rice,303.09,665.1,169.3,13.8,32.9,1.0,1207.98,3.9855488468771654
2006,Gujarat,District_32,Rabi,Sugarcane,383.03,,153.4,19.0,28.5,0.39,25793.33,67.34023444638802
2004,Odisha,District_33,Kharif,Barley,232.07,1208.1,189.0,,34.1,0.46,597.29,2.5737492997802387
2016,Gujarat,District_34,Kharif,Groundnut,448.56,1295.0,181.8,19.3,32.0,,774.91,1.7275503834492598
2012,Madhya Pradesh,District_35,Rabi,Wheat,203.86,670.9,160.0,,,0.97,624.53,3.063523987049936
2015,Punjab,District_36,Autumn,Maize,215.23,,195.8,21.9,31.1,1.11,797.96,3.7074757236444738
2017,West Bengal,District_37,Kharif,Barley,136.14,972.9,51.2,16.7,29.9,1.15,245.74,1.8050536212722201
2023,Haryana,District_38,Kharif,Sorghum,450.48,935.3,133.4,19.1,,0.93,654.43,1.4527393003019
2019,Haryana,District_39,Kharif,Mustard,154.48,937.8,132.8,19.6,27.7,0.78,162.41,1.0513335059554636
2014,Rajasthan,District_40,Rabi,Rice,301.83,916.8,,17.1,29.0,1.0,1351.39,4.477321671139384
